,Compound - Canonicalized,Compound Complexity,Count - Hydrogen Bond Acceptor,Count - Hydrogen Bond Donor,Count - Rotatable Bond,Fingerprint - SubStructure Keys,IUPAC Name - Allowed,IUPAC Name - CAS-like Style,IUPAC Name - Markup,IUPAC Name - Preferred,IUPAC Name - Systematic,IUPAC Name - Traditional,InChI - Standard,InChIKey - Standard,Mass - Exact,Molecular Formula,Molecular Weight,SMILES - Absolute,SMILES - Connectivity,Topological - Polar Surface Area,Weight - MonoIsotopic,Count - Heavy Atom,Count - Atom Chiral,Count - Atom Chiral Def,Count - Atom Chiral Undef,Count - Bond Chiral,Count - Bond Chiral Def,Count - Bond Chiral Undef,Count - Isotope Atom,Count - Covalent Unit,Count - Tautomers,cid
207,1,4.8,2,1,0,00000371000220200000000000000000000000000000000000000000000000000000000000000000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,sodium oxidoamine,InChI=1S/H2NO.Na/c1-2;/h1H2;/q-1;+1,GHTRKWGYOKTOBK-UHFFFAOYSA-N,55.00340797,H2NNaO,55.012,N[O-].[Na+],N[O-].[Na+],49.1,55.00340797,3,0,0,0,0,0,0,0,2,-1,23688916
208,1,8,2,0,0,00000371080001000002000000000000000000000000000000000000000000000000000000000011002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium fluoro(iodo)methane,lithium fluoro(iodo)methane,lithium fluoro(iodo)methane,lithium fluoro(iodo)methane,lithium fluoranyl(iodanyl)methane,lithium fluoro(iodo)methane,InChI=1S/CHFI.Li/c2-1-3;/h1H;/q-1;+1,FOHZSBSMJWKLPS-UHFFFAOYSA-N,165.92670,CHFILi,165.9,[Li+].[CH-](F)I,[Li+].[CH-](F)I,0,165.92670,4,0,0,0,0,0,0,0,2,-1,156024891
209,1,13.5,2,0,0,00000371000030000040000000000000000000000000000000000000000000000000000000000002000000000000000000000008000000000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,"InChI=1S/CHO2.K/c2-1-3;/h(H,2,3);/q;+1/p-1",ZGUNNOCFBFKQFP-UHFFFAOYSA-M,82.95353572,CKO2,83.108,[C](=O)[O-].[K+],[C](=O)[O-].[K+],40.1,82.95353572,4,0,0,0,0,0,0,0,2,-1,101218269
210,1,3.2,1,0,0,00000371804000000000000008000000000000000000000000000000000000000000000000000018000000000008008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,"InChI=1S/C3H6.Rb/c1-3-2;/h3H,1H2,2H3;/q-1;+1",OHXHQEUMQSMNHY-UHFFFAOYSA-N,126.95873993,C3H6Rb,127.55,C[CH][CH2-].[Rb+],C[CH][CH2-].[Rb+],0,126.95873993,4,0,0,0,0,0,0,0,2,-1,58825830
211,1,4.8,1,0,0,00000371080020000000000000000000000000000000000000000000000000000000000000000012000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CHO.Li/c1-2;/h1H;/q-1;+1,BSADQPGNEAZUJR-UHFFFAOYSA-N,36.01874309,CHLiO,36.0,[Li+].[CH][O-],[Li+].[CH][O-],23.1,36.01874309,3,0,0,0,0,0,0,0,2,-1,168737035
212,1,6,1,0,0,00000371804000000042000000000000000000000000000000000000000000000000000000000018002000000000008200000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium iodoethane,potassium iodoethane,potassium iodoethane,potassium iodoethane,potassium iodanylethane,potassium iodoethane,"InChI=1S/C2H4I.K/c1-2-3;/h2H,1H3;/q-1;+1",UVWVABFLLBUYPM-UHFFFAOYSA-N,193.89948,C2H4IK,194.06,C[CH-]I.[K+],C[CH-]I.[K+],0,193.89948,4,0,0,0,0,0,0,0,2,-1,158336150
213,1,13.5,2,0,0,00000371084001000000000000000000000000000000000000000000000000000000000000000019000000000000008000000000000000008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium fluoroethylene,lithium fluoroethene,lithium fluoroethene,lithium fluoroethene,lithium fluoranylethene,lithium fluoroethylene,InChI=1S/C2H2F.Li/c1-2-3;/h1H2;/q-1;+1,YEIKBDHORCHTIU-UHFFFAOYSA-N,52.03005666,C2H2FLi,52.0,[Li+].C=[C-]F,[Li+].C=[C-]F,0,52.03005666,4,0,0,0,0,0,0,0,2,-1,20820566
214,1,13.5,3,1,0,00000371000030200000000000000000000000000000000000000000000000000000000000000002000008000000000000000008000002000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium hydroxymethanone,sodium hydroxymethanone,sodium hydroxymethanone,sodium hydroxymethanone,sodium oxidanylmethanone,sodium hydroxymethanone,"InChI=1S/CHO2.Na/c2-1-3;/h(H,2,3);/q-1;+1",ZJBDXBQESPHQOC-UHFFFAOYSA-N,67.98742355,CHNaO2,68.007,[C-](=O)O.[Na+],[C-](=O)O.[Na+],37.3,67.98742355,4,0,0,0,0,0,0,0,2,-1,13132253
215,1,4.8,1,0,0,00000371080000000002000000000000000000000000000000000000000000000000000000000010002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium iodomethane,lithium iodomethane,lithium iodomethane,lithium iodomethane,lithium iodanylmethane,lithium iodomethane,InChI=1S/CH2I.Li/c1-2;/h1H2;/q-1;+1,IGZMDJBNQYQENX-UHFFFAOYSA-N,147.93613,CH2ILi,147.9,[Li+].[CH2-]I,[Li+].[CH2-]I,0,147.93613,3,0,0,0,0,0,0,0,2,-1,11332549
216,1,8,2,0,0,00000371020020200000000000000000000000000000000000000000000000000000000000000812000000000000000000020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CH3BO.Na/c1-3-2;/h1H3;/q-1;+1,WRGVLBYCXVYREY-UHFFFAOYSA-N,65.0174642,CH3BNaO,64.84,[B-]OC.[Na+],[B-]OC.[Na+],9.2,65.0174642,4,0,0,0,0,0,0,0,2,-1,23718351
217,1,4.8,2,1,0,00000371020020200000000000000000000000000000000000000000000000000000000000000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BHO.Na/c1-2;/h2H;/q-1;+1,BKDLJHHBAQLABJ-UHFFFAOYSA-N,51.0018141,BHNaO,50.81,[B-]O.[Na+],[B-]O.[Na+],20.2,51.0018141,3,0,0,0,0,0,0,0,2,-1,23717161
218,1,6,2,0,0,00000371884020000000000000000000000000000000000000000000000000000000000000000012000000000000000000020200000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium methanidyloxymethane,lithium methanidyloxymethane,lithium methanidyloxymethane,lithium methanidyloxymethane,lithium methanidyloxymethane,lithium methanidyloxymethane,"InChI=1S/C2H5O.Li/c1-3-2;/h1H2,2H3;/q-1;+1",ZHEDACFPWZYHCP-UHFFFAOYSA-N,52.05004321,C2H5LiO,52.0,[Li+].CO[CH2-],[Li+].CO[CH2-],9.2,52.05004321,4,0,0,0,0,0,0,0,2,-1,10887816
219,1,4.8,1,0,0,00000371080000000400000000000000000000000000000000000000000000000000000000000010020000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium chloromethane,lithium chloromethane,lithium chloromethane,lithium chloromethane,lithium chloranylmethane,lithium chloromethane,InChI=1S/CH2Cl.Li/c1-2;/h1H2;/q-1;+1,VQEVKEKJZVEGPH-UHFFFAOYSA-N,56.0005062,CH2ClLi,56.4,[Li+].[CH2-]Cl,[Li+].[CH2-]Cl,0,56.0005062,3,0,0,0,0,0,0,0,2,-1,11768494
220,1,4.8,2,1,0,00000371880200000000000000000000000000000000000000000000000000000000000000000014001000000000000000040000004000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium methanamine,lithium methanamine,lithium methanamine,lithium methanamine,lithium methanamine,lithium methanidylamine,InChI=1S/CH4N.Li/c1-2;/h1-2H2;/q-1;+1,QUWWDJBKHQNVTQ-UHFFFAOYSA-N,37.05037757,CH4LiN,37.0,[Li+].[CH2-]N,[Li+].[CH2-]N,26,37.05037757,3,0,0,0,0,0,0,0,2,-1,13351302
221,1,32.5,2,0,0,0000037108420000000000000000000000000000000000000000000000000000000000000000001C000000000000008100000000000000001004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium acetonitrile,lithium acetonitrile,lithium acetonitrile,lithium acetonitrile,lithium ethanenitrile,lithium acetonitrile,InChI=1S/C2H2N.Li/c1-2-3;/h1H2;/q-1;+1,LTKCLJNDWMKKPC-UHFFFAOYSA-N,47.03472750,C2H2LiN,47.0,[Li+].[CH2-]C#N,[Li+].[CH2-]C#N,23.8,47.03472750,4,0,0,0,0,0,0,0,2,-1,10920438
222,1,6,3,0,0,00000371080001800000000000000000000000000000000000000000000000000000000000000011000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium difluoromethane,lithium difluoromethane,lithium difluoromethane,lithium difluoromethane,lithium bis(fluoranyl)methane,lithium difluoromethane,InChI=1S/CHF2.Li/c2-1-3;/h1H;/q-1;+1,WTVDLVAIPZTADG-UHFFFAOYSA-N,58.02063479,CHF2Li,58.0,[Li+].[CH-](F)F,[Li+].[CH-](F)F,0,58.02063479,4,0,0,0,0,0,0,0,2,-1,140354489
223,1,2.8,2,1,0,00000371080300000000000000000000000000000000000000000000000000000000000000000000001800000000000000000000000200000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium iminoazanide,lithium iminoazanide,lithium iminoazanide,lithium iminoazanide,lithium azanylideneazanide,lithium iminoazanide,InChI=1S/Li.HN2/c;1-2/h;1H/q+1;-1,XNLLSUJLIVGBRS-UHFFFAOYSA-N,36.02997647,HLiN2,36.0,[Li+].N=[N-],[Li+].N=[N-],24.9,36.02997647,3,0,0,0,0,0,0,0,2,-1,161759608
224,1,31,1,0,0,00000371020200200000000000000000000000000000000000000000000000000000000000002004000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CBN.Na/c2-1-3;/q-1;+1,BEOOHQFXGBMRKU-UHFFFAOYSA-N,60.0021485,CBNNa,59.82,[B]=C=[N-].[Na+],[B]=C=[N-].[Na+],1,60.0021485,4,0,0,0,0,0,0,0,2,-1,131664061
225,1,8,2,1,0,00000371880220000000000000000000000000000000000000000000000000000000000000000012001400000000000000020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium methoxyazanide,lithium methoxyazanide,lithium methoxyazanide,lithium methoxyazanide,lithium methoxyazanide,lithium methoxyazanide,"InChI=1S/CH4NO.Li/c1-3-2;/h2H,1H3;/q-1;+1",XPGXZAKBWPCQRK-UHFFFAOYSA-N,53.04529219,CH4LiNO,53.0,[Li+].CO[NH-],[Li+].CO[NH-],10.2,53.04529219,4,0,0,0,0,0,0,0,2,-1,23685604
226,1,34.5,2,0,0,0000037102020020000000000000000000000000000000000000000000000000000000000000A004000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CH2BN.Na/c2-1-3;/h2H2;/q-1;+1,ZASXAWUAKDAGCP-UHFFFAOYSA-N,62.0177985,CH2BNNa,61.84,[BH2-]C#N.[Na+],[BH2-]C#N.[Na+],23.8,62.0177985,4,0,0,0,0,0,0,0,2,-1,126968433
227,1,6,1,0,0,000003718A4000000000000000000000000000000000000000000000000000000000000000002018000000000000008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,"InChI=1S/C2H5B.Li/c1-2-3;/h2H2,1H3;/q-1;+1",ZYKMZAIEOWGZSJ-UHFFFAOYSA-N,47.0644338,C2H5BLi,46.8,[Li+].[B-]CC,[Li+].[B-]CC,0,47.0644338,4,0,0,0,0,0,0,0,2,-1,134992350
228,1,4.8,1,0,0,00000371020000200400000000000000000000000000000000000000000000000000000000008040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium chloroboranuide,sodium chloroboranuide,sodium chloroboranuide,sodium chloroboranuide,sodium chloranylboranuide,sodium chloroboranuide,InChI=1S/BClH3.Na/c1-2;/h1H3;/q-1;+1,UJSAERYKQYEQTF-UHFFFAOYSA-N,71.9914022,BClH3Na,72.28,[BH3-]Cl.[Na+],[BH3-]Cl.[Na+],0,71.9914022,3,0,0,0,0,0,0,0,2,-1,161111143
229,1,15.5,2,1,0,00000371000220200000000000000000000000000000000000000000000000000000000000000016001000000000000000060000004000002000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium methanimidate,sodium methanimidate,sodium methanimidate,sodium methanimidate,sodium methanimidate,sodium formimidate,"InChI=1S/CH3NO.Na/c2-1-3;/h1H,(H2,2,3);/q;+1/p-1",VBDBHFZCFWQDNI-UHFFFAOYSA-M,67.00340797,CH2NNaO,67.023,C(=N)[O-].[Na+],C(=N)[O-].[Na+],46.9,67.00340797,4,0,0,0,0,0,0,0,2,-1,101558437
230,1,2,1,0,0,00000371000020000040000000000000000000000000000000000000000000000000000000000012000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CH2O.K/c1-2;/h1H2;/q-1;,ZZTBIPODNXCCEA-UHFFFAOYSA-N,68.97427117,CH2KO-,69.124,[CH2][O-].[K],[CH2][O-].[K],23.1,68.97427117,3,0,0,0,0,0,0,0,2,-1,101059734
231,1,4.8,1,0,0,00000371000020000000000008000000000000000000000000000000000000000000000000000012000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CH2O.Rb/c1-2;/h1H2;/q-1;+1,ZQNLNDKBINOBNB-UHFFFAOYSA-N,114.92235442,CH2ORb,115.494,[CH2-][O].[Rb+],[CH2-][O].[Rb+],1,114.92235442,3,0,0,0,0,0,0,0,2,-1,59951885
232,1,8,1,0,0,00000371000000000412000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BrClI.Rb/c2-1-3;/q-1;+1,QKVOXYGITXLMIM-UHFFFAOYSA-N,325.70345,BrClIRb,327.73,Cl[Br-]I.[Rb+],Cl[Br-]I.[Rb+],0,325.70345,4,0,0,0,0,0,0,0,2,-1,23670141
233,1,13.5,2,1,0,0000037188420000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000008000000640000000000002000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium ethenamine,lithium ethenamine,lithium ethenamine,lithium ethenamine,lithium ethenamine,lithium vinylamine,"InChI=1S/C2H4N.Li/c1-2-3;/h1-2H,3H2;/q-1;+1",ZGBPFOSCSMIEOV-UHFFFAOYSA-N,49.05037757,C2H4LiN,49.0,[Li+].[CH-]=CN,[Li+].[CH-]=CN,26,49.05037757,4,0,0,0,0,0,0,0,2,-1,71417849
234,1,6,1,0,0,00000371884000000010000000000000000000000000000000000000000000000000000000000018004000000140008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium bromoethane,lithium bromoethane,lithium bromoethane,lithium bromoethane,lithium bromanylethane,lithium bromoethane,InChI=1S/C2H4Br.Li/c1-2-3;/h1-2H2;/q-1;+1,MJNUJYMNFYHSPF-UHFFFAOYSA-N,113.96564,C2H4BrLi,114.9,[Li+].[CH2-]CBr,[Li+].[CH2-]CBr,0,113.96564,4,0,0,0,0,0,0,0,2,-1,13358634
235,1,6,1,0,0,000003718A4000000000000000000000000000000000000000000000000000000000000000002010000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/C2H6B.Li/c1-3-2;/h1-2H3;/q-1;+1,GPIOHDDQHQEQME-UHFFFAOYSA-N,48.0722588,C2H6BLi,47.9,[Li+].[B-](C)C,[Li+].[B-](C)C,0,48.0722588,4,0,0,0,0,0,0,0,2,-1,23710048
236,1,31,1,0,0,00000371020200200000000000000000000000000000000000000000000000000000000000002004000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CBN.Na/c2-1-3;/q-1;+1,BEOOHQFXGBMRKU-UHFFFAOYSA-N,60.0021485,CBNNa,59.82,[B]=C=[N-].[Na+],[B]=C=[N-].[Na+],1,60.0021485,4,0,0,0,0,0,0,0,2,-1,131664061
237,1,2.8,1,0,0,00000371004000000040000000000000000000000000000000000000000000000000000000000018000000000000008000000000000000008000000200000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium ethylene,potassium ethene,potassium ethene,potassium ethene,potassium ethene,potassium ethylene,"InChI=1S/C2H3.K/c1-2;/h1H,2H2;/q-1;+1",GKHYNQZPAHFONE-UHFFFAOYSA-N,65.98718158,C2H3K,66.14,C=[CH-].[K+],C=[CH-].[K+],0,65.98718158,3,0,0,0,0,0,0,0,2,-1,18974580
238,1,32.5,1,0,0,00000371084000000400000000000000000000000000000000000000000000000000000000000008020000000000020000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium chloroacetylene,lithium chloroethyne,lithium chloroethyne,lithium chloroethyne,lithium chloranylethyne,lithium chloroacetylene,InChI=1S/C2Cl.Li/c1-2-3;/q-1;+1,OUIQXDUPDANAAW-UHFFFAOYSA-N,65.9848561,C2ClLi,66.4,[Li+].[C-]#CCl,[Li+].[C-]#CCl,0,65.9848561,4,0,0,0,0,0,0,0,2,-1,12607731
239,1,13.5,1,0,0,000003710A4000000000000000000000000000000000000000000000000000000000000000002018000000000000008000000000000000008000000200000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/C2H2B.Li/c1-2-3;/h1-2H;/q-1;+1,QWQUURVNRSIMQV-UHFFFAOYSA-N,44.0409587,C2H2BLi,43.8,[Li+].[B]C=[CH-],[Li+].[B]C=[CH-],0,44.0409587,4,0,0,0,0,0,0,0,2,-1,71417848
240,1,4.8,2,0,0,00000371020020200000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BO.Na/c1-2;/q-1;+1,OFZRXBRIQMBTSL-UHFFFAOYSA-N,49.9939891,BNaO,49.80,[B-]=O.[Na+],[B-]=O.[Na+],17.1,49.9939891,3,0,0,0,0,0,0,0,2,-1,166048945
241,1,6,2,1,0,00000371020030200000000000000000000000000000000000000000000000000000000000000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BHO2.Na/c2-1-3;/h2H;/q-1;+1,DDIVGYLCIIQWHO-UHFFFAOYSA-N,66.9967287,BHNaO2,66.81,[B](O)[O-].[Na+],[B](O)[O-].[Na+],43.3,66.9967287,4,0,0,0,0,0,0,0,2,-1,161671995
242,1,32.5,2,1,0,00000371080300000000000000000000000000000000000000000000000000000000000000000004001000000000000000000100004000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium cyanoazanide,lithium cyanoazanide,lithium cyanoazanide,lithium cyanoazanide,lithium cyanoazanide,lithium cyanoazanide,InChI=1S/CHN2.Li/c2-1-3;/h2H;/q-1;+1,DQDSXJCWKMGFPU-UHFFFAOYSA-N,48.02997647,CHLiN2,48.0,[Li+].C(#N)[NH-],[Li+].C(#N)[NH-],24.8,48.02997647,4,0,0,0,0,0,0,0,2,-1,101102651
243,1,6,2,1,0,0000037180420000000000000800000000000000000000000000000000000000000000000000001C00100000000000C100040200004000000000000000000000000000000000800000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,ethanamine;rubidium(1+),ethanamine;rubidium(1+),ethanamine;rubidium(1+),ethanamine;rubidium(1+),ethanamine;rubidium(1+),ethylamine;rubidium(1+),"InChI=1S/C2H6N.Rb/c1-2-3;/h2H,3H2,1H3;/q-1;+1",HUMRXIFBFDMUON-UHFFFAOYSA-N,128.96181393,C2H6NRb,129.54,C[CH-]N.[Rb+],C[CH-]N.[Rb+],26,128.96181393,4,0,0,0,0,0,0,0,2,-1,58604523
244,1,13.5,2,0,0,00000371884200000000000000000000000000000000000000000000000000000000000000000014000000000000000000040000020000002000000104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium N-methanidylmethanimine,lithium N-methanidylmethanimine,lithium <I>N</I>-methanidylmethanimine,lithium N-methanidylmethanimine,lithium N-methanidylmethanimine,lithium methanidyl(methylene)amine,InChI=1S/C2H4N.Li/c1-3-2;/h1-2H2;/q-1;+1,QCYVPIBDHQGRLT-UHFFFAOYSA-N,49.05037757,C2H4LiN,49.0,[Li+].[CH2-]N=C,[Li+].[CH2-]N=C,12.4,49.05037757,4,0,0,0,0,0,0,0,2,-1,85789303
245,1,6,2,1,0,00000371020030200000000000000000000000000000000000000000000000000000000000000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BHO2.Na/c2-1-3;/h2H;/q-1;+1,DDIVGYLCIIQWHO-UHFFFAOYSA-N,66.9967287,BHNaO2,66.81,[B](O)[O-].[Na+],[B](O)[O-].[Na+],43.3,66.9967287,4,0,0,0,0,0,0,0,2,-1,161671995
246,1,6,2,0,0,00000371884001000000000000000000000000000000000000000000000000000000000000000019000000000000008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium fluoroethane,lithium fluoroethane,lithium fluoroethane,lithium fluoroethane,lithium fluoranylethane,lithium fluoroethane,"InChI=1S/C2H4F.Li/c1-2-3;/h2H,1H3;/q-1;+1",FVHKSCYVZOGOCO-UHFFFAOYSA-N,54.04570672,C2H4FLi,54.0,[Li+].C[CH-]F,[Li+].C[CH-]F,0,54.04570672,4,0,0,0,0,0,0,0,2,-1,20745101
247,1,2.8,2,2,0,00000371000300200000000000000000000000000000000000000000000000000000000000000000001800000000000000000000000200000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium aminoazanide,sodium aminoazanide,sodium aminoazanide,sodium aminoazanide,sodium azanylazanide,sodium aminoazanide,"InChI=1S/H3N2.Na/c1-2;/h1H,2H2;/q-1;+1",FISGLHSNQHXMGY-UHFFFAOYSA-N,54.01939239,H3N2Na,54.027,N[NH-].[Na+],N[NH-].[Na+],27,54.01939239,3,0,0,0,0,0,0,0,2,-1,11789120
248,1,13.5,2,0,0,00000371804200000040000000000000000000000000000000000000000000000000000000000014000000000000000000040200020000002000000104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium N-methylmethanimine,potassium N-methylmethanimine,potassium <I>N</I>-methylmethanimine,potassium N-methylmethanimine,potassium N-methylmethanimine,potassium methanidylidene(methyl)amine,"InChI=1S/C2H4N.K/c1-3-2;/h1H,2H3;/q-1;+1",NMUGHBODHUHAIM-UHFFFAOYSA-N,80.99808062,C2H4KN,81.16,CN=[CH-].[K+],CN=[CH-].[K+],12.4,80.99808062,4,0,0,0,0,0,0,0,2,-1,58153045
249,1,4.8,2,0,0,00000371020001200000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BF.Na/c1-2;/q-1;+1,GSIHRBDMFVUGBO-UHFFFAOYSA-N,52.9974776,BFNa,52.80,[B-]F.[Na+],[B-]F.[Na+],0,52.9974776,3,0,0,0,0,0,0,0,2,-1,153488305
250,1,10.8,1,0,0,00000371884000000000000000000000000000000000000000000000000000000000000000000018000000000008008000000200000000008000204200000000000000000800000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,lithium prop-1-ene,lithium 1-propene,lithium prop-1-ene,lithium prop-1-ene,lithium prop-1-ene,lithium prop-1-ene,"InChI=1S/C3H5.Li/c1-3-2;/h1,3H,2H3;/q-1;+1",FHUOGRIBVFDICO-UHFFFAOYSA-N,48.05512859,C3H5Li,48.0,[Li+].CC=[CH-],[Li+].CC=[CH-],0,48.05512859,4,0,0,0,0,0,0,0,2,-1,10964389
251,1,6,3,2,0,00000371000320000040000000000000000000000000000000000000000000000000000000000000001C08000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium amino(hydroxy)azanide,potassium amino(hydroxy)azanide,potassium amino(hydroxy)azanide,potassium amino(hydroxy)azanide,potassium azanyl(oxidanyl)azanide,potassium amino(hydroxy)azanide,"InChI=1S/K.H3N2O/c;1-2-3/h;3H,1H2/q+1;-1",ICVULICDKWQELJ-UHFFFAOYSA-N,85.98824421,H3KN2O,86.135,N[N-]O.[K+],N[N-]O.[K+],47.3,85.98824421,4,0,0,0,0,0,0,0,2,-1,58040490
252,1,4.8,1,0,0,00000371020000200002000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium iodoboranuide,sodium iodoboranuide,sodium iodoboranuide,sodium iodoboranuide,sodium iodanylboranuide,sodium iodoboranuide,InChI=1S/BH3I.Na/c1-2;/h1H3;/q-1;+1,LEXZFJRLKNPMIK-UHFFFAOYSA-N,163.92702,BH3INa,163.73,[BH3-]I.[Na+],[BH3-]I.[Na+],0,163.92702,3,0,0,0,0,0,0,0,2,-1,159330689
253,1,6,1,0,0,00000371824000000040000000000000000000000000000000000000000000000000000000002018000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/C2H4B.K/c1-2-3;/h1-2H2;/q-1;+1,CFYGPACLSFMNRW-UHFFFAOYSA-N,78.0043118,C2H4BK,77.96,[B]C[CH2-].[K+],[B]C[CH2-].[K+],0,78.0043118,4,0,0,0,0,0,0,0,2,-1,153059879
254,1,8,1,0,0,00000371000000000412000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BrClI.Rb/c1-3-2;/q-1;+1,MAUXCWUEADVRKX-UHFFFAOYSA-N,325.70345,BrClIRb,327.73,Cl[I-]Br.[Rb+],Cl[I-]Br.[Rb+],0,325.70345,4,0,0,0,0,0,0,0,2,-1,23670966
255,1,8,2,0,0,00000371080001000002000000000000000000000000000000000000000000000000000000000011002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium fluoro(iodo)methane,lithium fluoro(iodo)methane,lithium fluoro(iodo)methane,lithium fluoro(iodo)methane,lithium fluoranyl(iodanyl)methane,lithium fluoro(iodo)methane,InChI=1S/CHFI.Li/c2-1-3;/h1H;/q-1;+1,FOHZSBSMJWKLPS-UHFFFAOYSA-N,165.92670,CHFILi,165.9,[Li+].[CH-](F)I,[Li+].[CH-](F)I,0,165.92670,4,0,0,0,0,0,0,0,2,-1,156024891
